"importId","name","code","country.alpha3Code","department.code"
11037,"Chattanooga","Chattanooga_Hamilton County_TN","USA","Hamilton County_TN"
11038,"Chattanooga","Chattanooga_Hamilton County_TN","USA","Hamilton County_TN"
11039,"Chattanooga","Chattanooga_Hamilton County_TN","USA","Hamilton County_TN"
11040,"Chattanooga","Chattanooga_Hamilton County_TN","USA","Hamilton County_TN"
11041,"Chattanooga","Chattanooga_Hamilton County_TN","USA","Hamilton County_TN"
11042,"Johnson City","Johnson City_Washington County_TN","USA","Washington County_TN"
11043,"Johnson City","Johnson City_Washington County_TN","USA","Washington County_TN"
11044,"Johnson City","Johnson City_Washington County_TN","USA","Washington County_TN"
11045,"Afton","Afton_Greene County_TN","USA","Greene County_TN"
11046,"Blountville","Blountville_Sullivan County_TN","USA","Sullivan County_TN"
11047,"Bluff City","Bluff City_Sullivan County_TN","USA","Sullivan County_TN"
11048,"Bristol","Bristol_Sullivan County_TN","USA","Sullivan County_TN"
11049,"Butler","Butler_Johnson County_TN","USA","Johnson County_TN"
11050,"Chuckey","Chuckey_Greene County_TN","USA","Greene County_TN"
11051,"Church Hill","Church Hill_Hawkins County_TN","USA","Hawkins County_TN"
11052,"Elizabethton","Elizabethton_Carter County_TN","USA","Carter County_TN"
11053,"Mount Carmel","Mount Carmel_Hawkins County_TN","USA","Hawkins County_TN"
11054,"Erwin","Erwin_Unicoi County_TN","USA","Unicoi County_TN"
11055,"Fall Branch","Fall Branch_Washington County_TN","USA","Washington County_TN"
11056,"Flag Pond","Flag Pond_Unicoi County_TN","USA","Unicoi County_TN"
11057,"Hampton","Hampton_Carter County_TN","USA","Carter County_TN"
11058,"Jonesborough","Jonesborough_Washington County_TN","USA","Washington County_TN"
11059,"Kingsport","Kingsport_Sullivan County_TN","USA","Sullivan County_TN"
11060,"Kingsport","Kingsport_Sullivan County_TN","USA","Sullivan County_TN"
11061,"Kingsport","Kingsport_Sullivan County_TN","USA","Sullivan County_TN"
11062,"Kingsport","Kingsport_Sullivan County_TN","USA","Sullivan County_TN"
11063,"Laurel Bloomery","Laurel Bloomery_Johnson County_TN","USA","Johnson County_TN"
11064,"Limestone","Limestone_Washington County_TN","USA","Washington County_TN"
11065,"Mountain City","Mountain City_Johnson County_TN","USA","Johnson County_TN"
11066,"Piney Flats","Piney Flats_Sullivan County_TN","USA","Sullivan County_TN"
11067,"Roan Mountain","Roan Mountain_Carter County_TN","USA","Carter County_TN"
11068,"Shady Valley","Shady Valley_Johnson County_TN","USA","Johnson County_TN"
11069,"Telford","Telford_Washington County_TN","USA","Washington County_TN"
11070,"Trade","Trade_Johnson County_TN","USA","Johnson County_TN"
11071,"Unicoi","Unicoi_Unicoi County_TN","USA","Unicoi County_TN"
11072,"Watauga","Watauga_Carter County_TN","USA","Carter County_TN"
11073,"Alcoa","Alcoa_Blount County_TN","USA","Blount County_TN"
11074,"Andersonville","Andersonville_Anderson County_TN","USA","Anderson County_TN"
11075,"Bean Station","Bean Station_Grainger County_TN","USA","Grainger County_TN"
11076,"Blaine","Blaine_Grainger County_TN","USA","Grainger County_TN"
11077,"Briceville","Briceville_Anderson County_TN","USA","Anderson County_TN"
11078,"Bulls Gap","Bulls Gap_Hawkins County_TN","USA","Hawkins County_TN"
11079,"Bybee","Bybee_Cocke County_TN","USA","Cocke County_TN"
11080,"Caryville","Caryville_Campbell County_TN","USA","Campbell County_TN"
11081,"Clairfield","Clairfield_Claiborne County_TN","USA","Claiborne County_TN"
11082,"Clinton","Clinton_Anderson County_TN","USA","Anderson County_TN"
11083,"Corryton","Corryton_Knox County_TN","USA","Knox County_TN"
11084,"Cosby","Cosby_Cocke County_TN","USA","Cocke County_TN"
11085,"Crab Orchard","Crab Orchard_Cumberland County_TN","USA","Cumberland County_TN"
11086,"Cumberland Gap","Cumberland Gap_Claiborne County_TN","USA","Claiborne County_TN"
11087,"Dandridge","Dandridge_Jefferson County_TN","USA","Jefferson County_TN"
11088,"Deer Lodge","Deer Lodge_Morgan County_TN","USA","Morgan County_TN"
11089,"Del Rio","Del Rio_Cocke County_TN","USA","Cocke County_TN"
11090,"Duff","Duff_Campbell County_TN","USA","Campbell County_TN"
11091,"Eidson","Eidson_Hawkins County_TN","USA","Hawkins County_TN"
11092,"Friendsville","Friendsville_Blount County_TN","USA","Blount County_TN"
11093,"Gatlinburg","Gatlinburg_Sevier County_TN","USA","Sevier County_TN"
11094,"Greenback","Greenback_Loudon County_TN","USA","Loudon County_TN"
11095,"Greeneville","Greeneville_Greene County_TN","USA","Greene County_TN"
11096,"Greeneville","Greeneville_Greene County_TN","USA","Greene County_TN"
11097,"Harriman","Harriman_Roane County_TN","USA","Roane County_TN"
11098,"Harrogate","Harrogate_Claiborne County_TN","USA","Claiborne County_TN"
11099,"Hartford","Hartford_Cocke County_TN","USA","Cocke County_TN"
11100,"Heiskell","Heiskell_Anderson County_TN","USA","Anderson County_TN"
11101,"Helenwood","Helenwood_Scott County_TN","USA","Scott County_TN"
11102,"Huntsville","Huntsville_Scott County_TN","USA","Scott County_TN"
11103,"Jacksboro","Jacksboro_Campbell County_TN","USA","Campbell County_TN"
11104,"Jefferson City","Jefferson City_Jefferson County_TN","USA","Jefferson County_TN"
11105,"Jellico","Jellico_Campbell County_TN","USA","Campbell County_TN"
11106,"Kingston","Kingston_Roane County_TN","USA","Roane County_TN"
11107,"Kodak","Kodak_Sevier County_TN","USA","Sevier County_TN"
11108,"Kyles Ford","Kyles Ford_Hancock County_TN","USA","Hancock County_TN"
11109,"La Follette","La Follette_Campbell County_TN","USA","Campbell County_TN"
11110,"Lake City","Lake City_Anderson County_TN","USA","Anderson County_TN"
11111,"Lancing","Lancing_Morgan County_TN","USA","Morgan County_TN"
11112,"Lenoir City","Lenoir City_Loudon County_TN","USA","Loudon County_TN"
11113,"Lenoir City","Lenoir City_Loudon County_TN","USA","Loudon County_TN"
11114,"Loudon","Loudon_Loudon County_TN","USA","Loudon County_TN"
11115,"Louisville","Louisville_Blount County_TN","USA","Blount County_TN"
11116,"Luttrell","Luttrell_Union County_TN","USA","Union County_TN"
11117,"Maryville","Maryville_Blount County_TN","USA","Blount County_TN"
11118,"Maryville","Maryville_Blount County_TN","USA","Blount County_TN"
11119,"Maryville","Maryville_Blount County_TN","USA","Blount County_TN"
11120,"Mascot","Mascot_Knox County_TN","USA","Knox County_TN"
11121,"Maynardville","Maynardville_Union County_TN","USA","Union County_TN"
11122,"Midway","Midway_Greene County_TN","USA","Greene County_TN"
11123,"Mohawk","Mohawk_Greene County_TN","USA","Greene County_TN"
11124,"Mooresburg","Mooresburg_Hawkins County_TN","USA","Hawkins County_TN"
11125,"Morristown","Morristown_Hamblen County_TN","USA","Hamblen County_TN"
11126,"Morristown","Morristown_Hamblen County_TN","USA","Hamblen County_TN"
11127,"Mosheim","Mosheim_Greene County_TN","USA","Greene County_TN"
11128,"Newcomb","Newcomb_Campbell County_TN","USA","Campbell County_TN"
11129,"New Market","New Market_Jefferson County_TN","USA","Jefferson County_TN"
11130,"Newport","Newport_Cocke County_TN","USA","Cocke County_TN"
11131,"New Tazewell","New Tazewell_Claiborne County_TN","USA","Claiborne County_TN"
11132,"Niota","Niota_McMinn County_TN","USA","McMinn County_TN"
11133,"Oakdale","Oakdale_Morgan County_TN","USA","Morgan County_TN"
11134,"Oak Ridge","Oak Ridge_Anderson County_TN","USA","Anderson County_TN"
11135,"Oliver Springs","Oliver Springs_Roane County_TN","USA","Roane County_TN"
11136,"Oneida","Oneida_Scott County_TN","USA","Scott County_TN"
11137,"Parrottsville","Parrottsville_Cocke County_TN","USA","Cocke County_TN"
11138,"Philadelphia","Philadelphia_Loudon County_TN","USA","Loudon County_TN"
11139,"Pioneer","Pioneer_Scott County_TN","USA","Scott County_TN"
11140,"Powder Springs","Powder Springs_Grainger County_TN","USA","Grainger County_TN"
11141,"Powell","Powell_Knox County_TN","USA","Knox County_TN"
11142,"Robbins","Robbins_Scott County_TN","USA","Scott County_TN"
11143,"Rockford","Rockford_Blount County_TN","USA","Blount County_TN"
11144,"Rockwood","Rockwood_Roane County_TN","USA","Roane County_TN"
11145,"Rogersville","Rogersville_Hawkins County_TN","USA","Hawkins County_TN"
11146,"Russellville","Russellville_Hamblen County_TN","USA","Hamblen County_TN"
11147,"Rutledge","Rutledge_Grainger County_TN","USA","Grainger County_TN"
11148,"Sevierville","Sevierville_Sevier County_TN","USA","Sevier County_TN"
11149,"Pigeon Forge","Pigeon Forge_Sevier County_TN","USA","Sevier County_TN"
11150,"Seymour","Seymour_Sevier County_TN","USA","Sevier County_TN"
11151,"Sharps Chapel","Sharps Chapel_Union County_TN","USA","Union County_TN"
11152,"Sneedville","Sneedville_Hancock County_TN","USA","Hancock County_TN"
11153,"Speedwell","Speedwell_Claiborne County_TN","USA","Claiborne County_TN"
11154,"Strawberry Plains","Strawberry Plains_Jefferson County_TN","USA","Jefferson County_TN"
11155,"Sunbright","Sunbright_Morgan County_TN","USA","Morgan County_TN"
11156,"Surgoinsville","Surgoinsville_Hawkins County_TN","USA","Hawkins County_TN"
11157,"Sweetwater","Sweetwater_Monroe County_TN","USA","Monroe County_TN"
11158,"Sevierville","Sevierville_Sevier County_TN","USA","Sevier County_TN"
11159,"Talbott","Talbott_Hamblen County_TN","USA","Hamblen County_TN"
11160,"Tallassee","Tallassee_Blount County_TN","USA","Blount County_TN"
11161,"Tazewell","Tazewell_Claiborne County_TN","USA","Claiborne County_TN"
11162,"Ten Mile","Ten Mile_Meigs County_TN","USA","Meigs County_TN"
11163,"Thorn Hill","Thorn Hill_Grainger County_TN","USA","Grainger County_TN"
11164,"Townsend","Townsend_Blount County_TN","USA","Blount County_TN"
11165,"Vonore","Vonore_Monroe County_TN","USA","Monroe County_TN"
11166,"Walland","Walland_Blount County_TN","USA","Blount County_TN"
11167,"Wartburg","Wartburg_Morgan County_TN","USA","Morgan County_TN"
11168,"Washburn","Washburn_Grainger County_TN","USA","Grainger County_TN"
11169,"White Pine","White Pine_Jefferson County_TN","USA","Jefferson County_TN"
11170,"Whitesburg","Whitesburg_Hamblen County_TN","USA","Hamblen County_TN"
11171,"Winfield","Winfield_Scott County_TN","USA","Scott County_TN"
11172,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11173,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11174,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11175,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11176,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11177,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11178,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11179,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11180,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11181,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11182,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11183,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11184,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11185,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11186,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11187,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11188,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11189,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11190,"Knoxville","Knoxville_Knox County_TN","USA","Knox County_TN"
11191,"Alamo","Alamo_Crockett County_TN","USA","Crockett County_TN"
11192,"Arlington","Arlington_Shelby County_TN","USA","Shelby County_TN"
11193,"Atoka","Atoka_Tipton County_TN","USA","Tipton County_TN"
11194,"Bells","Bells_Crockett County_TN","USA","Crockett County_TN"
11195,"Bolivar","Bolivar_Hardeman County_TN","USA","Hardeman County_TN"
11196,"Brighton","Brighton_Tipton County_TN","USA","Tipton County_TN"
11197,"Brownsville","Brownsville_Haywood County_TN","USA","Haywood County_TN"
11198,"Burlison","Burlison_Tipton County_TN","USA","Tipton County_TN"
11199,"Cordova","Cordova_Shelby County_TN","USA","Shelby County_TN"
11200,"Collierville","Collierville_Shelby County_TN","USA","Shelby County_TN"
11201,"Cordova","Cordova_Shelby County_TN","USA","Shelby County_TN"
11202,"Covington","Covington_Tipton County_TN","USA","Tipton County_TN"
11203,"Drummonds","Drummonds_Tipton County_TN","USA","Tipton County_TN"
11204,"Dyersburg","Dyersburg_Dyer County_TN","USA","Dyer County_TN"
11205,"Eads","Eads_Fayette County_TN","USA","Fayette County_TN"
11206,"Finley","Finley_Dyer County_TN","USA","Dyer County_TN"
11207,"Friendship","Friendship_Crockett County_TN","USA","Crockett County_TN"
11208,"Gates","Gates_Lauderdale County_TN","USA","Lauderdale County_TN"
11209,"Grand Junction","Grand Junction_Hardeman County_TN","USA","Hardeman County_TN"
11210,"Halls","Halls_Lauderdale County_TN","USA","Lauderdale County_TN"
11211,"Henning","Henning_Lauderdale County_TN","USA","Lauderdale County_TN"
11212,"Hickory Valley","Hickory Valley_Hardeman County_TN","USA","Hardeman County_TN"
11213,"Hornsby","Hornsby_Hardeman County_TN","USA","Hardeman County_TN"
11214,"Lenox","Lenox_Dyer County_TN","USA","Dyer County_TN"
11215,"Mason","Mason_Tipton County_TN","USA","Tipton County_TN"
11216,"Middleton","Middleton_Hardeman County_TN","USA","Hardeman County_TN"
11217,"Millington","Millington_Shelby County_TN","USA","Shelby County_TN"
11218,"Moscow","Moscow_Fayette County_TN","USA","Fayette County_TN"
11219,"Munford","Munford_Tipton County_TN","USA","Tipton County_TN"
11220,"Newbern","Newbern_Dyer County_TN","USA","Dyer County_TN"
11221,"Oakland","Oakland_Fayette County_TN","USA","Fayette County_TN"
11222,"Pocahontas","Pocahontas_Hardeman County_TN","USA","Hardeman County_TN"
11223,"Ripley","Ripley_Lauderdale County_TN","USA","Lauderdale County_TN"
11224,"Rossville","Rossville_Fayette County_TN","USA","Fayette County_TN"
11225,"Saulsbury","Saulsbury_Hardeman County_TN","USA","Hardeman County_TN"
11226,"Somerville","Somerville_Fayette County_TN","USA","Fayette County_TN"
11227,"Stanton","Stanton_Haywood County_TN","USA","Haywood County_TN"
11228,"Whiteville","Whiteville_Hardeman County_TN","USA","Hardeman County_TN"
11229,"Williston","Williston_Fayette County_TN","USA","Fayette County_TN"
11230,"Tiptonville","Tiptonville_Lake County_TN","USA","Lake County_TN"
11231,"Ridgely","Ridgely_Lake County_TN","USA","Lake County_TN"
11232,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11233,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11234,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11235,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11236,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11237,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11238,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11239,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11240,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11241,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11242,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11243,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11244,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11245,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11246,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11247,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11248,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11249,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11250,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11251,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11252,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11253,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11254,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11255,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11256,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11257,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11258,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11259,"Germantown","Germantown_Shelby County_TN","USA","Shelby County_TN"
11260,"Germantown","Germantown_Shelby County_TN","USA","Shelby County_TN"
11261,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11262,"Memphis","Memphis_Shelby County_TN","USA","Shelby County_TN"
11263,"Mc Kenzie","Mc Kenzie_Carroll County_TN","USA","Carroll County_TN"
11264,"Atwood","Atwood_Carroll County_TN","USA","Carroll County_TN"
11265,"Big Sandy","Big Sandy_Benton County_TN","USA","Benton County_TN"
11266,"Buchanan","Buchanan_Henry County_TN","USA","Henry County_TN"
11267,"Cottage Grove","Cottage Grove_Henry County_TN","USA","Henry County_TN"
11268,"Dresden","Dresden_Weakley County_TN","USA","Weakley County_TN"
11269,"Dukedom","Dukedom_Weakley County_TN","USA","Weakley County_TN"
11270,"Elbridge","Elbridge_Obion County_TN","USA","Obion County_TN"
11271,"Gleason","Gleason_Weakley County_TN","USA","Weakley County_TN"
11272,"Greenfield","Greenfield_Weakley County_TN","USA","Weakley County_TN"
11273,"Henry","Henry_Henry County_TN","USA","Henry County_TN"
11274,"Hornbeak","Hornbeak_Obion County_TN","USA","Obion County_TN"
11275,"Kenton","Kenton_Gibson County_TN","USA","Gibson County_TN"
11276,"Mansfield","Mansfield_Henry County_TN","USA","Henry County_TN"
11277,"Martin","Martin_Weakley County_TN","USA","Weakley County_TN"
11278,"Obion","Obion_Obion County_TN","USA","Obion County_TN"
11279,"Palmersville","Palmersville_Weakley County_TN","USA","Weakley County_TN"
11280,"Paris","Paris_Henry County_TN","USA","Henry County_TN"
11281,"Puryear","Puryear_Henry County_TN","USA","Henry County_TN"
11282,"Rives","Rives_Obion County_TN","USA","Obion County_TN"
11283,"Sharon","Sharon_Weakley County_TN","USA","Weakley County_TN"
11284,"Springville","Springville_Henry County_TN","USA","Henry County_TN"
11285,"South Fulton","South Fulton_Obion County_TN","USA","Obion County_TN"
11286,"Trezevant","Trezevant_Carroll County_TN","USA","Carroll County_TN"
11287,"Trimble","Trimble_Dyer County_TN","USA","Dyer County_TN"
11288,"Troy","Troy_Obion County_TN","USA","Obion County_TN"
11289,"Union City","Union City_Obion County_TN","USA","Obion County_TN"
11290,"Jackson","Jackson_Madison County_TN","USA","Madison County_TN"
11291,"Jackson","Jackson_Madison County_TN","USA","Madison County_TN"
11292,"Adamsville","Adamsville_McNairy County_TN","USA","McNairy County_TN"
11293,"Bath Springs","Bath Springs_Decatur County_TN","USA","Decatur County_TN"
11294,"Beech Bluff","Beech Bluff_Madison County_TN","USA","Madison County_TN"
11295,"Bethel Springs","Bethel Springs_McNairy County_TN","USA","McNairy County_TN"
11296,"Bradford","Bradford_Gibson County_TN","USA","Gibson County_TN"
11297,"Bruceton","Bruceton_Carroll County_TN","USA","Carroll County_TN"
11298,"Buena Vista","Buena Vista_Carroll County_TN","USA","Carroll County_TN"
11299,"Camden","Camden_Benton County_TN","USA","Benton County_TN"
11300,"Cedar Grove","Cedar Grove_Carroll County_TN","USA","Carroll County_TN"
11301,"Counce","Counce_Hardin County_TN","USA","Hardin County_TN"
11302,"Crump","Crump_Hardin County_TN","USA","Hardin County_TN"
11303,"Darden","Darden_Henderson County_TN","USA","Henderson County_TN"
11304,"Decaturville","Decaturville_Decatur County_TN","USA","Decatur County_TN"
11305,"Dyer","Dyer_Gibson County_TN","USA","Gibson County_TN"
11306,"Enville","Enville_Chester County_TN","USA","Chester County_TN"
11307,"Eva","Eva_Benton County_TN","USA","Benton County_TN"
11308,"Finger","Finger_McNairy County_TN","USA","McNairy County_TN"
11309,"Gadsden","Gadsden_Crockett County_TN","USA","Crockett County_TN"
11310,"Guys","Guys_McNairy County_TN","USA","McNairy County_TN"
11311,"Henderson","Henderson_Chester County_TN","USA","Chester County_TN"
11312,"Holladay","Holladay_Benton County_TN","USA","Benton County_TN"
11313,"Hollow Rock","Hollow Rock_Carroll County_TN","USA","Carroll County_TN"
11314,"Humboldt","Humboldt_Gibson County_TN","USA","Gibson County_TN"
11315,"Huntingdon","Huntingdon_Carroll County_TN","USA","Carroll County_TN"
11316,"Huron","Huron_Henderson County_TN","USA","Henderson County_TN"
11317,"Jacks Creek","Jacks Creek_Chester County_TN","USA","Chester County_TN"
11318,"Lavinia","Lavinia_Carroll County_TN","USA","Carroll County_TN"
11319,"Lexington","Lexington_Henderson County_TN","USA","Henderson County_TN"
11320,"Luray","Luray_Chester County_TN","USA","Chester County_TN"
11321,"Medina","Medina_Gibson County_TN","USA","Gibson County_TN"
11322,"Medon","Medon_Madison County_TN","USA","Madison County_TN"
11323,"Michie","Michie_McNairy County_TN","USA","McNairy County_TN"
11324,"Milan","Milan_Gibson County_TN","USA","Gibson County_TN"
11325,"Milledgeville","Milledgeville_McNairy County_TN","USA","McNairy County_TN"
11326,"Morris Chapel","Morris Chapel_Hardin County_TN","USA","Hardin County_TN"
11327,"Oakfield","Oakfield_Madison County_TN","USA","Madison County_TN"
11328,"Parsons","Parsons_Decatur County_TN","USA","Decatur County_TN"
11329,"Pinson","Pinson_Madison County_TN","USA","Madison County_TN"
11330,"Ramer","Ramer_McNairy County_TN","USA","McNairy County_TN"
11331,"Reagan","Reagan_Henderson County_TN","USA","Henderson County_TN"
11332,"Rutherford","Rutherford_Gibson County_TN","USA","Gibson County_TN"
11333,"Saltillo","Saltillo_Hardin County_TN","USA","Hardin County_TN"
11334,"Sardis","Sardis_Henderson County_TN","USA","Henderson County_TN"
11335,"Savannah","Savannah_Hardin County_TN","USA","Hardin County_TN"
11336,"Scotts Hill","Scotts Hill_Henderson County_TN","USA","Henderson County_TN"
11337,"Selmer","Selmer_McNairy County_TN","USA","McNairy County_TN"
11338,"Shiloh","Shiloh_Hardin County_TN","USA","Hardin County_TN"
11339,"Stantonville","Stantonville_McNairy County_TN","USA","McNairy County_TN"
11340,"Sugar Tree","Sugar Tree_Decatur County_TN","USA","Decatur County_TN"
11341,"Toone","Toone_Hardeman County_TN","USA","Hardeman County_TN"
11342,"Trenton","Trenton_Gibson County_TN","USA","Gibson County_TN"
11343,"Westport","Westport_Carroll County_TN","USA","Carroll County_TN"
11344,"Wildersville","Wildersville_Henderson County_TN","USA","Henderson County_TN"
11345,"Yuma","Yuma_Carroll County_TN","USA","Carroll County_TN"
11346,"Denmark","Denmark_Madison County_TN","USA","Madison County_TN"
11347,"Mercer","Mercer_Madison County_TN","USA","Madison County_TN"
11348,"Columbia","Columbia_Maury County_TN","USA","Maury County_TN"
11349,"Clifton","Clifton_Wayne County_TN","USA","Wayne County_TN"
11350,"Ardmore","Ardmore_Giles County_TN","USA","Giles County_TN"
11351,"Collinwood","Collinwood_Wayne County_TN","USA","Wayne County_TN"
11352,"Culleoka","Culleoka_Maury County_TN","USA","Maury County_TN"
11353,"Cypress Inn","Cypress Inn_Wayne County_TN","USA","Wayne County_TN"
11354,"Dellrose","Dellrose_Lincoln County_TN","USA","Lincoln County_TN"
11355,"Duck River","Duck River_Hickman County_TN","USA","Hickman County_TN"
11356,"Ethridge","Ethridge_Lawrence County_TN","USA","Lawrence County_TN"
11357,"Five Points","Five Points_Lawrence County_TN","USA","Lawrence County_TN"
11358,"Frankewing","Frankewing_Lincoln County_TN","USA","Lincoln County_TN"
11359,"Goodspring","Goodspring_Giles County_TN","USA","Giles County_TN"
11360,"Hampshire","Hampshire_Maury County_TN","USA","Maury County_TN"
11361,"Hohenwald","Hohenwald_Lewis County_TN","USA","Lewis County_TN"
11362,"Iron City","Iron City_Wayne County_TN","USA","Wayne County_TN"
11363,"Lawrenceburg","Lawrenceburg_Lawrence County_TN","USA","Lawrence County_TN"
11364,"Leoma","Leoma_Lawrence County_TN","USA","Lawrence County_TN"
11365,"Loretto","Loretto_Lawrence County_TN","USA","Lawrence County_TN"
11366,"Lutts","Lutts_Wayne County_TN","USA","Wayne County_TN"
11367,"Lynnville","Lynnville_Giles County_TN","USA","Giles County_TN"
11368,"Minor Hill","Minor Hill_Giles County_TN","USA","Giles County_TN"
11369,"Mount Pleasant","Mount Pleasant_Maury County_TN","USA","Maury County_TN"
11370,"Olivehill","Olivehill_Hardin County_TN","USA","Hardin County_TN"
11371,"Primm Springs","Primm Springs_Williamson County_TN","USA","Williamson County_TN"
11372,"Prospect","Prospect_Giles County_TN","USA","Giles County_TN"
11373,"Pulaski","Pulaski_Giles County_TN","USA","Giles County_TN"
