product.code,importId,qty,unit.id,productName,saleSupplySelect,deliveredQty,price,companyExTaxTotal,inTaxPrice,exTaxTotal
100-PRI-3,235/100-PRI-3,2,1,100-PRI-3,1,2,10.08,20.16,10.08,20.16
Bottle-WB20C,237/Bottle-WB20C,1250,1,Bottle-WB20C,1,1250,0.88,1100,0.88,1100
Bottle-WB20C,238/Bottle-WB20C,1200,1,Bottle-WB20C,1,1200,0.88,1056,0.88,1056
600-300-ZS-PULSE-DD,243/600-300-ZS-PULSE-DD,60,1,600-300-ZS-PULSE-DD,1,60,27,1620,27,1620
310-ZS-PREMIUM-RH-4CT,244/310-ZS-PREMIUM-RH-4CT,2,1,310-ZS-PREMIUM-RH-4CT,1,2,51.8,103.6,51.8,103.6
Bottle-WB20C,246/Bottle-WB20C,3150,1,Bottle-WB20C,1,3150,0.88,2772,0.88,2772
100-330,248/100-330,144,1,100-330,1,144,0.34,48.96,0.34,48.96
300-ZS-PRO-DD,249/300-ZS-PRO-DD,10,1,300-ZS-PRO-DD,1,10,42,420,42,420
600-100-448-GRN-DD,249/600-100-448-GRN-DD,62,1,600-100-448-GRN-DD,1,62,51.84,3214.0800000000004,51.84,3214.0800000000004
600-110-FLOSS-M-DD,249/600-110-FLOSS-M-DD,75,1,600-110-FLOSS-M-DD,1,75,24.48,1836,24.48,1836
100-130,251/100-130,288,1,100-130,1,288,0.23,66.24000000000001,0.23,66.24000000000001
1300-BEAR-V097,252/1300-BEAR-V097,144,1,1300-BEAR-V097,1,144,0.43,61.92,0.43,61.92
1300-BEAR-V097,253/1300-BEAR-V097,144,1,1300-BEAR-V097,1,144,0.43,61.92,0.43,61.92
100-130,254/100-130,432,1,100-130,1,432,0.23,99.36,0.23,99.36
870-CREST-TP-ADULT,258/870-CREST-TP-ADULT,70,1,870-CREST-TP-ADULT,1,70,32.4,2268,32.4,2268
100-130,270/100-130,2,1,100-130,1,2,33.12,66.24,33.12,66.24
100-PROMISE-48 PK,275/100-PROMISE-48 PK,2,1,100-PROMISE-48 PK,1,2,22.66,45.32,22.66,45.32
600-100-448-DD,279/600-100-448-DD,6200,1,600-100-448-DD,1,6200,0,0,0,0
600-110-FLOSS-M-DD,279/600-110-FLOSS-M-DD,3100,1,600-110-FLOSS-M-DD,1,3100,0,0,0,0
600-830-POUCH-DD-8.5X11,279/600-830-POUCH-DD-8.5X11,1550,1,600-830-POUCH-DD-8.5X11,1,1550,0,0,0,0
310-ZS-PREMIUM-RH-4CT,282/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,0,0,0,0
110-FLOSS-YD-72,283/110-FLOSS-YD-72,1,1,110-FLOSS-YD-72,1,1,50.4,50.4,50.4,50.4
300-ZS-PULSE-CHARGER,285/300-ZS-PULSE-CHARGER,1,1,300-ZS-PULSE-CHARGER,1,1,0,0,0,0
110-FLOSS-3YD-72,287/110-FLOSS-3YD-72,1,1,110-FLOSS-3YD-72,1,1,25.7,25.7,25.7,25.7
600-300-ZS-PULSE-DDNM,288/600-300-ZS-PULSE-DDNM,1,1,600-300-ZS-PULSE-DDNM,1,1,59.95,59.95,59.95,59.95
310-ZS-PREMIUM-RH-4CT,288/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,36,36,36,36
830-POUCH-CL,292/830-POUCH-CL,4,1,830-POUCH-CL,1,4,36.47,145.88,36.47,145.88
100-ISB,293/100-ISB,1,1,100-ISB,1,1,31.68,31.68,31.68,31.68
100-819-S,296/100-819-S,1,1,100-819-S,1,1,59.04,59.04,59.04,59.04
100-819-S,297/100-819-S,1,1,100-819-S,1,1,59.04,59.04,59.04,59.04
100-330,298/100-330,1,1,100-330,1,1,48.96,48.96,48.96,48.96
100-PROMISE-48 PK,351/100-PROMISE-48 PK,1,1,100-PROMISE-48 PK,1,1,22.66,22.66,22.66,22.66
600-100-442-DD,353/600-100-442-DD,140,1,600-100-442-DD,1,140,36,5040,36,5040
100-815-Z,356/100-815-Z,220,1,100-815-Z,1,220,0,0,0,0
100-FINGERB-144,357/100-FINGERB-144,2,1,100-FINGERB-144,1,2,77.76,155.52,77.76,155.52
300-ZS-PRO-DD,358/300-ZS-PRO-DD,100,1,300-ZS-PRO-DD,1,100,43,4300,43,4300
Bottle-WB20C,359/Bottle-WB20C,200,1,Bottle-WB20C,1,200,1.05,210,1.05,210
100-130,360/100-130,144,1,100-130,1,144,0,0,0,0
110-FLOSS-YD-72,360/110-FLOSS-YD-72,144,1,110-FLOSS-YD-72,1,144,0,0,0,0
100-USO-1,362/100-USO-1,3,1,100-USO-1,1,3,89.79,269.37,89.79,269.37
830-POUCH-CL,368/830-POUCH-CL,10,1,830-POUCH-CL,1,10,37.78,377.8,37.78,377.8
100-819-P-ULT,369/100-819-P-ULT,1,1,100-819-P-ULT,1,1,99.36,99.36,99.36,99.36
100-819-I-DE,369/100-819-I-DE,2,1,100-819-I-DE,1,2,76.32,152.64,76.32,152.64
110-SS08,369/110-SS08,6,1,110-SS08,1,6,28.8,172.8,28.8,172.8
100-PROMISE-48 PK,402/100-PROMISE-48 PK,1,1,100-PROMISE-48 PK,1,1,22.66,22.66,22.66,22.66
310-ZS-PREMIUM-RH-4CT,419/310-ZS-PREMIUM-RH-4CT,3,1,310-ZS-PREMIUM-RH-4CT,1,3,25.88,77.64,25.88,77.64
300-ZS-PULSE-MOO,419/300-ZS-PULSE-MOO,3,1,300-ZS-PULSE-MOO,1,3,59.95,179.85000000000002,59.95,179.85000000000002
110-FLOSS-NF-72,420/110-FLOSS-NF-72,1,1,110-FLOSS-NF-72,1,1,59.04,59.04,59.04,59.04
100-202-Z,421/100-202-Z,1,1,100-202-Z,1,1,83.46,83.46,83.46,83.46
100-330,422/100-330,2,1,100-330,1,2,48.965,97.93,48.965,97.93
100-USO-1,423/100-USO-1,6,1,100-USO-1,1,6,53.28,319.68,53.28,319.68
300-ZS-MINI-ZD,431/300-ZS-MINI-ZD,1,1,300-ZS-MINI-ZD,1,1,14.95,14.95,14.95,14.95
310-MINI-A-RH-4CT,431/310-MINI-A-RH-4CT,1,1,310-MINI-A-RH-4CT,1,1,14,14,14,14
100-USO-1,434/100-USO-1,1,1,100-USO-1,1,1,61.92,61.92,61.92,61.92
100-819-S,434/100-819-S,1,1,100-819-S,1,1,59.04,59.04,59.04,59.04
600-100-448-GRN-DD,439/600-100-448-GRN-DD,120,1,600-100-448-GRN-DD,1,120,43.8,5256,43.8,5256
100-330,444/100-330,1,1,100-330,1,1,48.96,48.96,48.96,48.96
1300-PUPPET,452/1300-PUPPET,2000,1,1300-PUPPET,1,2000,2.9,5800,2.9,5800
600-100-442-DD,454/600-100-442-DD,72,1,600-100-442-DD,1,72,36,2592,36,2592
600-100-448-GRN-DD,472/600-100-448-GRN-DD,7,1,600-100-448-GRN-DD,1,7,51.84,362.88,51.84,362.88
600-100-442-GRN-DD,472/600-100-442-GRN-DD,7,1,600-100-442-GRN-DD,1,7,50.4,352.8,50.4,352.8
110-FLOSS-3YD-72,473/110-FLOSS-3YD-72,3,1,110-FLOSS-3YD-72,1,3,16.56,49.67999999999999,16.56,49.67999999999999
100-130,474/100-130,14,1,100-130,1,14,24.48,342.72,24.48,342.72
100-130,475/100-130,7,1,100-130,1,7,28.8,201.6,28.8,201.6
100-819-S,480/100-819-S,1,1,100-819-S,1,1,59.04,59.04,59.04,59.04
300-ZS-MINI-ZD,492/300-ZS-MINI-ZD,2,1,300-ZS-MINI-ZD,1,2,0,0,0,0
300-ZS-MINI-ZD,494/300-ZS-MINI-ZD,2,1,300-ZS-MINI-ZD,1,2,0,0,0,0
600-300-ZS-PULSE-DD,499/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,499/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,500/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,500/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,502/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,502/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,503/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
600-300-ZS-PULSE-DD,503/600-300-ZS-PULSE-DD,1,1,600-300-ZS-PULSE-DD,1,1,0,0,0,0
110-FLOSS-3YD-72,504/110-FLOSS-3YD-72,1,1,110-FLOSS-3YD-72,1,1,25.2,25.2,25.2,25.2
110-FLOSS-NF-72,505/110-FLOSS-NF-72,2,1,110-FLOSS-NF-72,1,2,59.04,118.08,59.04,118.08
600-300-ZS-MINI-DD,506/600-300-ZS-MINI-DD,5,1,600-300-ZS-MINI-DD,1,5,10,50,10,50
100-ZS-MINI-MBR,510/100-ZS-MINI-MBR,26,1,100-ZS-MINI-MBR,1,26,15.95,414.7,15.95,414.7
830-POUCH-CL,514/830-POUCH-CL,10,1,830-POUCH-CL,1,10,37.78,377.8,37.78,377.8
600-300-ZS-PULSE-DD,523/600-300-ZS-PULSE-DD,40,1,600-300-ZS-PULSE-DD,1,40,31,1240,31,1240
600-300-ZS-PULSE-DD,524/600-300-ZS-PULSE-DD,10,1,600-300-ZS-PULSE-DD,1,10,31,310,31,310
100-330,528/100-330,3,1,100-330,1,3,48.96,146.88,48.96,146.88
100-330,539/100-330,2,1,100-330,1,2,48.96,97.92,48.96,97.92
100-819-S-BC-MI,559/100-819-S-BC-MI,1,1,100-819-S-BC-MI,1,1,67.88,67.88,67.88,67.88
100-130,563/100-130,1,1,100-130,1,1,48.96,48.96,48.96,48.96
100-130,564/100-130,1,1,100-130,1,1,48.96,48.96,48.96,48.96
100-130,565/100-130,1,1,100-130,1,1,48.96,48.96,48.96,48.96
100-130,566/100-130,1,1,100-130,1,1,48.96,48.96,48.96,48.96
100-819-I-DE,567/100-819-I-DE,2,1,100-819-I-DE,1,2,76.32,152.64,76.32,152.64
310-ZS-PREMIUM-RH-4CT,578/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,25.88,25.88,25.88,25.88
830-POUCH-CL,579/830-POUCH-CL,7,1,830-POUCH-CL,1,7,46.18,323.26,46.18,323.26
110-FLOSS-NF-72,579/110-FLOSS-NF-72,7,1,110-FLOSS-NF-72,1,7,56.16,393.12,56.16,393.12
100-130,581/100-130,1,1,100-130,1,1,33.12,33.12,33.12,33.12
100-819-S-BLU,583/100-819-S-BLU,7,1,100-819-S-BLU,1,7,74.88,524.16,74.88,524.16
310-ZS-PREMIUM-RH-4CT,585/310-ZS-PREMIUM-RH-4CT,2,1,310-ZS-PREMIUM-RH-4CT,1,2,36,72,36,72
500-900-MASK-FREE,585/500-900-MASK-FREE,1,1,500-900-MASK-FREE,1,1,0,0,0,0
100-130,588/100-130,4,1,100-130,1,4,28.8,115.2,28.8,115.2
300-ZS-PRO-DD,589/300-ZS-PRO-DD,2,1,300-ZS-PRO-DD,1,2,59.95,119.9,59.95,119.9
100-819-S,595/100-819-S,2,1,100-819-S,1,2,59.038,118.076,59.038,118.076
300-ZS-PRO-DD,597/300-ZS-PRO-DD,2,1,300-ZS-PRO-DD,1,2,59.95,119.9,59.95,119.9
600-100-448-DD,598/600-100-448-DD,40,1,600-100-448-DD,1,40,44.64,1785.6,44.64,1785.6
110-FLOSS-18M-DD,598/110-FLOSS-18M-DD,126,1,110-FLOSS-18M-DD,1,126,15.2,1915.1999999999998,15.2,1915.1999999999998
100-815-Z,603/100-815-Z,4,1,100-815-Z,1,4,94.87,379.48,94.87,379.48
100-819-S,610/100-819-S,1,1,100-819-S,1,1,59.04,59.04,59.04,59.04
100-138-Y,610/100-138-Y,2,1,100-138-Y,1,2,59.04,118.08,59.04,118.08
100-138-Y,611/100-138-Y,2,1,100-138-Y,1,2,76.32,152.64,76.32,152.64
100-ISB,625/100-ISB,4,1,100-ISB,1,4,30.24,120.96,30.24,120.96
110-FLOSS-NF-72,625/110-FLOSS-NF-72,10,1,110-FLOSS-NF-72,1,10,27.36,273.6,27.36,273.6
100-138-Y,625/100-138-Y,12,1,100-138-Y,1,12,30.24,362.88,30.24,362.88
100-130,627/100-130,1,1,100-130,1,1,33.12,33.12,33.12,33.12
100-819-S,627/100-819-S,2,1,100-819-S,1,2,59.038,118.076,59.038,118.076
310-ZS-PREMIUM-RH-4CT,628/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,12.95,12.95,12.95,12.95
500-900-MASK-FREE,628/500-900-MASK-FREE,1,1,500-900-MASK-FREE,1,1,0,0,0,0
100-130,629/100-130,1,1,100-130,1,1,33.12,33.12,33.12,33.12
310-ZS-PREMIUM-RH-4CT,630/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,51.8,51.8,51.8,51.8
300-ZS-PULSE-MOO,631/300-ZS-PULSE-MOO,1,1,300-ZS-PULSE-MOO,1,1,59.95,59.95,59.95,59.95
310-ZS-PREMIUM-RH-4CT,631/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,25.88,25.88,25.88,25.88
100-823-DE,650/100-823-DE,8,1,100-823-DE,1,8,0.55,4.4,0.55,4.4
600-100-448-DD,651/600-100-448-DD,72,1,600-100-448-DD,1,72,47.52,3421.44,47.52,3421.44
110-FLOSS-YD-72,652/110-FLOSS-YD-72,2,1,110-FLOSS-YD-72,1,2,45.74,91.48,45.74,91.48
310-ZS-PREMIUM-RH-4CT,653/310-ZS-PREMIUM-RH-4CT,1,1,310-ZS-PREMIUM-RH-4CT,1,1,51.8,51.8,51.8,51.8
100-USO-1,655/100-USO-1,6,1,100-USO-1,1,6,89.79,538.74,89.79,538.74
100-PRI-3,662/100-PRI-3,38304,1,100-PRI-3,1,38304,0.05,1915.2,0.05,1915.2
Bottle-WB20C,665/Bottle-WB20C,1200,1,Bottle-WB20C,1,1200,0.88,1056,0.88,1056
100-202-Z,666/100-202-Z,6,1,100-202-Z,1,6,51.84,311.04,51.84,311.04
110-15NF-72,666/110-15NF-72,12,1,110-15NF-72,1,12,27.36,328.32,27.36,328.32
100-202-Z,667/100-202-Z,38,1,100-202-Z,1,38,51.84,1969.92,51.84,1969.92
100-130,668/100-130,14,1,100-130,1,14,24.48,342.72,24.48,342.72
100-130,670/100-130,1,1,100-130,1,1,33.12,33.12,33.12,33.12
110-FLOSS-YD-72,671/110-FLOSS-YD-72,1,1,110-FLOSS-YD-72,1,1,50.4,50.4,50.4,50.4
100-USO-1,672/100-USO-1,1,1,100-USO-1,1,1,89.79,89.79,89.79,89.79
600-100-448-DD,676/600-100-448-DD,40,1,600-100-448-DD,1,40,50.4,2016,50.4,2016
100-HLTB,679/100-HLTB,288,1,100-HLTB,1,288,0.18,51.839999999999996,0.18,51.839999999999996
100-819-S,686/100-819-S,1,1,100-819-S,1,1,72,72,72,72
100-PRI-3,689/100-PRI-3,576,1,100-PRI-3,1,576,0.07,40.32000000000001,0.07,40.32000000000001
1300-BEAR-V097,690/1300-BEAR-V097,1,1,1300-BEAR-V097,1,1,61.92,61.92,61.92,61.92
100-819-S,692/100-819-S,1,1,100-819-S,1,1,76.32,76.32,76.32,76.32
100-815-Z,693/100-815-Z,6,1,100-815-Z,1,6,80.64,483.84000000000003,80.64,483.84000000000003
110-FLOSS-FR,693/110-FLOSS-FR,1,1,110-FLOSS-FR,1,1,0,0,0,0
110-FLOSS-YD-72,694/110-FLOSS-YD-72,1,1,110-FLOSS-YD-72,1,1,45.74,45.74,45.74,45.74
100-PRI-3,698/100-PRI-3,32256,1,100-PRI-3,1,32256,0.05,1612.8000000000002,0.05,1612.8000000000002
100-PRI-3PP,698/100-PRI-3PP,4608,1,100-PRI-3PP,1,4608,0.05,230.4,0.05,230.4
600-100-448-DD,708/600-100-448-DD,70,1,600-100-448-DD,1,70,51.84,3628.8,51.84,3628.8
100-819-S,712/100-819-S,2,1,100-819-S,1,2,59.04,118.08,59.04,118.08
600-100-448-DD,719/600-100-448-DD,20,1,600-100-448-DD,1,20,44.64,892.8,44.64,892.8
600-100-442-DD,719/600-100-442-DD,20,1,600-100-442-DD,1,20,44.64,892.8,44.64,892.8
600-100-442-DD,719/600-100-442-DD,2000,1,600-100-442-DD,1,2000,0,0,0,0
600-830-POUCH-DD-9X4,719/600-830-POUCH-DD-9X4,2000,1,600-830-POUCH-DD-9X4,1,2000,0,0,0,0
100-USO-1,721/100-USO-1,4,1,100-USO-1,1,4,89.79,359.16,89.79,359.16
110-FLOSS-YD-72,722/110-FLOSS-YD-72,4,1,110-FLOSS-YD-72,1,4,45.74,182.96,45.74,182.96
110-FLOSS-YD-72,726/110-FLOSS-YD-72,1,1,110-FLOSS-YD-72,1,1,45.74,45.74,45.74,45.74
100-130,727/100-130,1,1,100-130,1,1,33.12,33.12,33.12,33.12
100-TOOFER,727/100-TOOFER,1,1,100-TOOFER,1,1,66.24,66.24,66.24,66.24
100-FINGERB-144,727/100-FINGERB-144,1,1,100-FINGERB-144,1,1,63.36,63.36,63.36,63.36
100-815-Z,728/100-815-Z,220,1,100-815-Z,1,220,0,0,0,0
1300-BEAR-V097,730/1300-BEAR-V097,2,1,1300-BEAR-V097,1,2,61.92,123.84,61.92,123.84
110-FLOSS-NF-72,730/110-FLOSS-NF-72,1,1,110-FLOSS-NF-72,1,1,59.04,59.04,59.04,59.04
310-ZS-CLASSIC-RH-4CT,732/310-ZS-CLASSIC-RH-4CT,1,1,310-ZS-CLASSIC-RH-4CT,1,1,21.88,21.88,21.88,21.88
600-300-ZS-MINI-DDMA,744/600-300-ZS-MINI-DDMA,1,1,600-300-ZS-MINI-DDMA,1,1,14.5,14.5,14.5,14.5
1300-BEAR-V097,745/1300-BEAR-V097,1,1,1300-BEAR-V097,1,1,61.92,61.92,61.92,61.92
600-100-442-DD,747/600-100-442-DD,288,1,600-100-442-DD,1,288,0,0,0,0
600-110-FLOSS-M-DD,747/600-110-FLOSS-M-DD,288,1,600-110-FLOSS-M-DD,1,288,0,0,0,0
830-POUCH-CL,747/830-POUCH-CL,288,1,830-POUCH-CL,1,288,0,0,0,0
110-FLOSS-YD-72,749/110-FLOSS-YD-72,1,1,110-FLOSS-YD-72,1,1,50.4,50.4,50.4,50.4
310-ZS-PREMIUM-RH-4CT,750/310-ZS-PREMIUM-RH-4CT,2,1,310-ZS-PREMIUM-RH-4CT,1,2,51.8,103.6,51.8,103.6
110-FLOSS-YD-72,751/110-FLOSS-YD-72,2,1,110-FLOSS-YD-72,1,2,44.64,89.28,44.64,89.28
1300-BEAR-KOALA,752/1300-BEAR-KOALA,300,1,1300-BEAR-KOALA,1,300,0,0,0,0
