"importId","code","areaCode","city.code","county.code","state.name","country.alpha3Code"
19999,63118,314,"Saint Louis_St. Louis city_MO","St. Louis city_MO","MO","USA"
20000,63119,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20001,63120,314,"Saint Louis_St. Louis city_MO","St. Louis city_MO","MO","USA"
20002,63121,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20003,63122,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20004,63123,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20005,63124,"3,14,636","Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20006,63125,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20007,63126,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20008,63127,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20009,63128,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20010,63129,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20011,63130,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20012,63131,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20013,63132,"6,36,314","Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20014,63133,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20015,63134,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20016,63135,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20017,63136,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20018,63137,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20019,63138,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20020,63139,314,"Saint Louis_St. Louis city_MO","St. Louis city_MO","MO","USA"
20021,63140,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20022,63141,"6,36,314","Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20023,63143,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20024,63144,314,"Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20025,63146,"6,36,314","Saint Louis_St. Louis County_MO","St. Louis County_MO","MO","USA"
20026,63147,314,"Saint Louis_St. Louis city_MO","St. Louis city_MO","MO","USA"
20027,63155,314,"Saint Louis_St. Louis city_MO","St. Louis city_MO","MO","USA"
20028,63301,"6,36,314","Saint Charles_St. Charles County_MO","St. Charles County_MO","MO","USA"
20029,63303,"3,14,636","Saint Charles_St. Charles County_MO","St. Charles County_MO","MO","USA"
20030,63304,"3,14,636","Saint Charles_St. Charles County_MO","St. Charles County_MO","MO","USA"
20031,63330,573,"Annada_Pike County_MO","Pike County_MO","MO","USA"
20032,63332,636,"Augusta_St. Charles County_MO","St. Charles County_MO","MO","USA"
20033,63333,573,"Bellflower_Montgomery County_MO","Montgomery County_MO","MO","USA"
20034,63334,573,"Bowling Green_Pike County_MO","Pike County_MO","MO","USA"
20035,63336,573,"Clarksville_Pike County_MO","Pike County_MO","MO","USA"
20036,63339,573,"Curryville_Pike County_MO","Pike County_MO","MO","USA"
20037,63341,636,"Defiance_St. Charles County_MO","St. Charles County_MO","MO","USA"
20038,63343,573,"Elsberry_Lincoln County_MO","Lincoln County_MO","MO","USA"
20039,63344,573,"Eolia_Pike County_MO","Pike County_MO","MO","USA"
20040,63345,573,"Farber_Audrain County_MO","Audrain County_MO","MO","USA"
20041,63347,636,"Foley_Lincoln County_MO","Lincoln County_MO","MO","USA"
20042,63348,636,"Foristell_St. Charles County_MO","St. Charles County_MO","MO","USA"
20043,63349,636,"Hawk Point_Lincoln County_MO","Lincoln County_MO","MO","USA"
20044,63350,"5,73,636","High Hill_Montgomery County_MO","Montgomery County_MO","MO","USA"
20045,63351,636,"Jonesburg_Montgomery County_MO","Montgomery County_MO","MO","USA"
20046,63352,573,"Laddonia_Audrain County_MO","Audrain County_MO","MO","USA"
20047,63353,573,"Louisiana_Pike County_MO","Pike County_MO","MO","USA"
20048,63357,636,"Marthasville_Warren County_MO","Warren County_MO","MO","USA"
20049,63359,573,"Middletown_Montgomery County_MO","Montgomery County_MO","MO","USA"
20050,63361,573,"Montgomery City_Montgomery County_MO","Montgomery County_MO","MO","USA"
20051,63362,636,"Moscow Mills_Lincoln County_MO","Lincoln County_MO","MO","USA"
20052,63363,573,"New Florence_Montgomery County_MO","Montgomery County_MO","MO","USA"
20053,63366,636,"O Fallon_St. Charles County_MO","St. Charles County_MO","MO","USA"
20054,63367,636,"Lake Saint Louis_St. Charles County_MO","St. Charles County_MO","MO","USA"
20055,63368,636,"O Fallon_St. Charles County_MO","St. Charles County_MO","MO","USA"
20056,63369,636,"Old Monroe_Lincoln County_MO","Lincoln County_MO","MO","USA"
20057,63373,636,"Portage Des Sioux_St. Charles County_MO","St. Charles County_MO","MO","USA"
20058,63376,636,"Saint Peters_St. Charles County_MO","St. Charles County_MO","MO","USA"
20059,63377,573,"Silex_Lincoln County_MO","Lincoln County_MO","MO","USA"
20060,63379,"5,73,636","Troy_Lincoln County_MO","Lincoln County_MO","MO","USA"
20061,63380,,"Truesdale_Warren County_MO","Warren County_MO","MO","USA"
20062,63381,"5,73,636","Truxton_Warren County_MO","Warren County_MO","MO","USA"
20063,63382,573,"Vandalia_Audrain County_MO","Audrain County_MO","MO","USA"
20064,63383,636,"Warrenton_Warren County_MO","Warren County_MO","MO","USA"
20065,63384,573,"Wellsville_Montgomery County_MO","Montgomery County_MO","MO","USA"
20066,63385,636,"Wentzville_St. Charles County_MO","St. Charles County_MO","MO","USA"
20067,63386,636,"West Alton_St. Charles County_MO","St. Charles County_MO","MO","USA"
20068,63388,573,"Williamsburg_Callaway County_MO","Callaway County_MO","MO","USA"
20069,63389,636,"Winfield_Lincoln County_MO","Lincoln County_MO","MO","USA"
20070,63390,636,"Wright City_Warren County_MO","Warren County_MO","MO","USA"
20071,63401,573,"Hannibal_Marion County_MO","Marion County_MO","MO","USA"
20072,63430,660,"Alexandria_Clark County_MO","Clark County_MO","MO","USA"
20073,63431,660,"Anabel_Macon County_MO","Macon County_MO","MO","USA"
20074,63432,660,"Arbela_Scotland County_MO","Scotland County_MO","MO","USA"
20075,63433,573,"Ashburn_Pike County_MO","Pike County_MO","MO","USA"
20076,63434,660,"Bethel_Shelby County_MO","Shelby County_MO","MO","USA"
20077,63435,573,"Canton_Lewis County_MO","Lewis County_MO","MO","USA"
20078,63436,573,"Center_Ralls County_MO","Ralls County_MO","MO","USA"
20079,63437,660,"Clarence_Shelby County_MO","Shelby County_MO","MO","USA"
20080,63438,573,"Durham_Lewis County_MO","Lewis County_MO","MO","USA"
20081,63439,,"Emden_Shelby County_MO","Shelby County_MO","MO","USA"
20082,63440,573,"Ewing_Lewis County_MO","Lewis County_MO","MO","USA"
20083,63441,573,"Frankford_Pike County_MO","Pike County_MO","MO","USA"
20084,63442,660,"Granger_Scotland County_MO","Scotland County_MO","MO","USA"
20085,63443,573,"Hunnewell_Shelby County_MO","Shelby County_MO","MO","USA"
20086,63445,660,"Kahoka_Clark County_MO","Clark County_MO","MO","USA"
20087,63446,660,"Knox City_Knox County_MO","Knox County_MO","MO","USA"
20088,63447,"5,73,660","La Belle_Lewis County_MO","Lewis County_MO","MO","USA"
20089,63448,573,"La Grange_Lewis County_MO","Lewis County_MO","MO","USA"
20090,63450,,"Lentner_Shelby County_MO","Shelby County_MO","MO","USA"
20091,63451,660,"Leonard_Shelby County_MO","Shelby County_MO","MO","USA"
20092,63452,"5,73,660","Lewistown_Lewis County_MO","Lewis County_MO","MO","USA"
20093,63453,660,"Luray_Clark County_MO","Clark County_MO","MO","USA"
20094,63454,573,"Maywood_Marion County_MO","Marion County_MO","MO","USA"
20095,63456,573,"Monroe City_Monroe County_MO","Monroe County_MO","MO","USA"
20096,63457,573,"Monticello_Lewis County_MO","Lewis County_MO","MO","USA"
20097,63458,660,"Newark_Knox County_MO","Knox County_MO","MO","USA"
20098,63459,573,"New London_Ralls County_MO","Ralls County_MO","MO","USA"
20099,63460,660,"Novelty_Knox County_MO","Knox County_MO","MO","USA"
20100,63461,573,"Palmyra_Marion County_MO","Marion County_MO","MO","USA"
20101,63462,573,"Perry_Ralls County_MO","Ralls County_MO","MO","USA"
20102,63463,573,"Philadelphia_Marion County_MO","Marion County_MO","MO","USA"
20103,63464,660,"Plevna_Knox County_MO","Knox County_MO","MO","USA"
20104,63465,660,"Revere_Clark County_MO","Clark County_MO","MO","USA"
20105,63468,573,"Shelbina_Shelby County_MO","Shelby County_MO","MO","USA"
20106,63469,573,"Shelbyville_Shelby County_MO","Shelby County_MO","MO","USA"
20107,63471,573,"Taylor_Marion County_MO","Marion County_MO","MO","USA"
20108,63472,660,"Wayland_Clark County_MO","Clark County_MO","MO","USA"
20109,63473,,"Williamstown_Lewis County_MO","Lewis County_MO","MO","USA"
20110,63474,660,"Wyaconda_Clark County_MO","Clark County_MO","MO","USA"
20111,63501,660,"Kirksville_Adair County_MO","Adair County_MO","MO","USA"
20112,63530,660,"Atlanta_Macon County_MO","Macon County_MO","MO","USA"
20113,63531,660,"Baring_Knox County_MO","Knox County_MO","MO","USA"
20114,63532,660,"Bevier_Macon County_MO","Macon County_MO","MO","USA"
20115,63533,660,"Brashear_Adair County_MO","Adair County_MO","MO","USA"
20116,63534,660,"Callao_Macon County_MO","Macon County_MO","MO","USA"
20117,63535,660,"Coatsville_Schuyler County_MO","Schuyler County_MO","MO","USA"
20118,63536,660,"Downing_Schuyler County_MO","Schuyler County_MO","MO","USA"
20119,63537,660,"Edina_Knox County_MO","Knox County_MO","MO","USA"
20120,63538,660,"Elmer_Macon County_MO","Macon County_MO","MO","USA"
20121,63539,660,"Ethel_Macon County_MO","Macon County_MO","MO","USA"
20122,63540,660,"Gibbs_Adair County_MO","Adair County_MO","MO","USA"
20123,63541,660,"Glenwood_Schuyler County_MO","Schuyler County_MO","MO","USA"
20124,63543,660,"Gorin_Scotland County_MO","Scotland County_MO","MO","USA"
20125,63544,660,"Green Castle_Sullivan County_MO","Sullivan County_MO","MO","USA"
20126,63545,660,"Green City_Sullivan County_MO","Sullivan County_MO","MO","USA"
20127,63546,,"Greentop_Adair County_MO","Adair County_MO","MO","USA"
20128,63547,660,"Hurdland_Knox County_MO","Knox County_MO","MO","USA"
20129,63548,660,"Lancaster_Schuyler County_MO","Schuyler County_MO","MO","USA"
20130,63549,660,"La Plata_Macon County_MO","Macon County_MO","MO","USA"
20131,63551,660,"Livonia_Putnam County_MO","Putnam County_MO","MO","USA"
20132,63552,660,"Macon_Macon County_MO","Macon County_MO","MO","USA"
20133,63555,660,"Memphis_Scotland County_MO","Scotland County_MO","MO","USA"
20134,63556,660,"Milan_Sullivan County_MO","Sullivan County_MO","MO","USA"
20135,63557,660,"New Boston_Linn County_MO","Linn County_MO","MO","USA"
20136,63558,660,"New Cambria_Macon County_MO","Macon County_MO","MO","USA"
20137,63559,660,"Novinger_Adair County_MO","Adair County_MO","MO","USA"
20138,63560,,"Pollock_Sullivan County_MO","Sullivan County_MO","MO","USA"
20139,63561,660,"Queen City_Schuyler County_MO","Schuyler County_MO","MO","USA"
20140,63563,660,"Rutledge_Scotland County_MO","Scotland County_MO","MO","USA"
20141,63565,660,"Unionville_Putnam County_MO","Putnam County_MO","MO","USA"
20142,63566,660,"Winigan_Sullivan County_MO","Sullivan County_MO","MO","USA"
20143,63567,660,"Worthington_Putnam County_MO","Putnam County_MO","MO","USA"
20144,63601,573,"Park Hills_St. Francois County_MO","St. Francois County_MO","MO","USA"
20145,63620,573,"Annapolis_Iron County_MO","Iron County_MO","MO","USA"
20146,63621,573,"Arcadia_Iron County_MO","Iron County_MO","MO","USA"
20147,63622,573,"Belgrade_Washington County_MO","Washington County_MO","MO","USA"
20148,63623,573,"Belleview_Iron County_MO","Iron County_MO","MO","USA"
20149,63624,573,"Bismarck_St. Francois County_MO","St. Francois County_MO","MO","USA"
20150,63625,573,"Black_Reynolds County_MO","Reynolds County_MO","MO","USA"
20151,63626,636,"Blackwell_Washington County_MO","Washington County_MO","MO","USA"
20152,63627,573,"Bloomsdale_Ste. Genevieve County_MO","Ste. Genevieve County_MO","MO","USA"
20153,63628,573,"Bonne Terre_St. Francois County_MO","St. Francois County_MO","MO","USA"
20154,63629,573,"Bunker_Reynolds County_MO","Reynolds County_MO","MO","USA"
20155,63630,573,"Cadet_Washington County_MO","Washington County_MO","MO","USA"
20156,63631,573,"Caledonia_Washington County_MO","Washington County_MO","MO","USA"
20157,63633,573,"Centerville_Reynolds County_MO","Reynolds County_MO","MO","USA"
20158,63636,573,"Des Arc_Iron County_MO","Iron County_MO","MO","USA"
20159,63637,573,"Doe Run_St. Francois County_MO","St. Francois County_MO","MO","USA"
20160,63638,573,"Ellington_Reynolds County_MO","Reynolds County_MO","MO","USA"
20161,63640,573,"Farmington_St. Francois County_MO","St. Francois County_MO","MO","USA"
20162,63645,573,"Fredericktown_Madison County_MO","Madison County_MO","MO","USA"
20163,63648,573,"Irondale_Washington County_MO","Washington County_MO","MO","USA"
20164,63650,573,"Ironton_Iron County_MO","Iron County_MO","MO","USA"
20165,63653,573,"Leadwood_St. Francois County_MO","St. Francois County_MO","MO","USA"
20166,63654,573,"Lesterville_Reynolds County_MO","Reynolds County_MO","MO","USA"
20167,63655,,"Marquand_Madison County_MO","Madison County_MO","MO","USA"
20168,63656,573,"Middle Brook_Iron County_MO","Iron County_MO","MO","USA"
20169,63660,573,"Mineral Point_Washington County_MO","Washington County_MO","MO","USA"
20170,63662,573,"Patton_Bollinger County_MO","Bollinger County_MO","MO","USA"
20171,63664,573,"Potosi_Washington County_MO","Washington County_MO","MO","USA"
20172,63665,573,"Redford_Reynolds County_MO","Reynolds County_MO","MO","USA"
20173,63670,573,"Sainte Genevieve_Ste. Genevieve County_MO","Ste. Genevieve County_MO","MO","USA"
20174,63673,573,"Saint Mary_Ste. Genevieve County_MO","Ste. Genevieve County_MO","MO","USA"
20175,63675,573,"Vulcan_Iron County_MO","Iron County_MO","MO","USA"
20176,63701,573,"Cape Girardeau_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20177,63703,573,"Cape Girardeau_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20178,63730,573,"Advance_Stoddard County_MO","Stoddard County_MO","MO","USA"
20179,63732,573,"Altenburg_Perry County_MO","Perry County_MO","MO","USA"
20180,63735,573,"Bell City_Stoddard County_MO","Stoddard County_MO","MO","USA"
20181,63736,573,"Benton_Scott County_MO","Scott County_MO","MO","USA"
20182,63739,573,"Burfordville_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20183,63740,573,"Chaffee_Scott County_MO","Scott County_MO","MO","USA"
20184,63743,573,"Daisy_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20185,63747,573,"Friedheim_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20186,63748,573,"Frohna_Perry County_MO","Perry County_MO","MO","USA"
20187,63750,573,"Gipsy_Bollinger County_MO","Bollinger County_MO","MO","USA"
20188,63751,573,"Glenallen_Bollinger County_MO","Bollinger County_MO","MO","USA"
20189,63755,573,"Jackson_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20190,63760,573,"Leopold_Bollinger County_MO","Bollinger County_MO","MO","USA"
20191,63763,573,"Mc Gee_Wayne County_MO","Wayne County_MO","MO","USA"
20192,63764,573,"Marble Hill_Bollinger County_MO","Bollinger County_MO","MO","USA"
20193,63766,573,"Millersville_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20194,63769,573,"Oak Ridge_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20195,63770,573,"Old Appleton_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20196,63771,573,"Oran_Scott County_MO","Scott County_MO","MO","USA"
20197,63775,573,"Perryville_Perry County_MO","Perry County_MO","MO","USA"
20198,63780,573,"Scott City_Scott County_MO","Scott County_MO","MO","USA"
20199,63781,573,"Sedgewickville_Bollinger County_MO","Bollinger County_MO","MO","USA"
20200,63782,573,"Sturdivant_Bollinger County_MO","Bollinger County_MO","MO","USA"
20201,63783,573,"Uniontown_Perry County_MO","Perry County_MO","MO","USA"
20202,63785,573,"Whitewater_Cape Girardeau County_MO","Cape Girardeau County_MO","MO","USA"
20203,63787,573,"Zalma_Bollinger County_MO","Bollinger County_MO","MO","USA"
20204,63801,573,"Sikeston_Scott County_MO","Scott County_MO","MO","USA"
20205,63821,573,"Arbyrd_Dunklin County_MO","Dunklin County_MO","MO","USA"
20206,63822,573,"Bernie_Stoddard County_MO","Stoddard County_MO","MO","USA"
20207,63823,573,"Bertrand_Mississippi County_MO","Mississippi County_MO","MO","USA"
20208,63825,573,"Bloomfield_Stoddard County_MO","Stoddard County_MO","MO","USA"
20209,63827,573,"Bragg City_Pemiscot County_MO","Pemiscot County_MO","MO","USA"
20210,63829,573,"Cardwell_Dunklin County_MO","Dunklin County_MO","MO","USA"
20211,63830,573,"Caruthersville_Pemiscot County_MO","Pemiscot County_MO","MO","USA"
20212,63833,573,"Catron_New Madrid County_MO","New Madrid County_MO","MO","USA"
20213,63834,573,"Charleston_Mississippi County_MO","Mississippi County_MO","MO","USA"
20214,63837,573,"Clarkton_Dunklin County_MO","Dunklin County_MO","MO","USA"
20215,63841,573,"Dexter_Stoddard County_MO","Stoddard County_MO","MO","USA"
20216,63845,573,"East Prairie_Mississippi County_MO","Mississippi County_MO","MO","USA"
20217,63846,573,"Essex_Stoddard County_MO","Stoddard County_MO","MO","USA"
20218,63848,573,"Gideon_New Madrid County_MO","New Madrid County_MO","MO","USA"
20219,63849,573,"Gobler_Dunklin County_MO","Dunklin County_MO","MO","USA"
20220,63851,573,"Hayti_Pemiscot County_MO","Pemiscot County_MO","MO","USA"
20221,63852,573,"Holcomb_Dunklin County_MO","Dunklin County_MO","MO","USA"
20222,63855,573,"Hornersville_Dunklin County_MO","Dunklin County_MO","MO","USA"
20223,63857,573,"Kennett_Dunklin County_MO","Dunklin County_MO","MO","USA"
20224,63862,573,"Lilbourn_New Madrid County_MO","New Madrid County_MO","MO","USA"
20225,63863,573,"Malden_Dunklin County_MO","Dunklin County_MO","MO","USA"
20226,63867,573,"Matthews_New Madrid County_MO","New Madrid County_MO","MO","USA"
20227,63869,573,"New Madrid_New Madrid County_MO","New Madrid County_MO","MO","USA"
20228,63870,573,"Parma_New Madrid County_MO","New Madrid County_MO","MO","USA"
20229,63873,573,"Portageville_New Madrid County_MO","New Madrid County_MO","MO","USA"
20230,63876,573,"Senath_Dunklin County_MO","Dunklin County_MO","MO","USA"
20231,63877,573,"Steele_Pemiscot County_MO","Pemiscot County_MO","MO","USA"
20232,63879,573,"Wardell_Pemiscot County_MO","Pemiscot County_MO","MO","USA"
20233,63901,573,"Poplar Bluff_Butler County_MO","Butler County_MO","MO","USA"
20234,63931,573,"Briar_Ripley County_MO","Ripley County_MO","MO","USA"
20235,63932,573,"Broseley_Butler County_MO","Butler County_MO","MO","USA"
20236,63933,573,"Campbell_Dunklin County_MO","Dunklin County_MO","MO","USA"
20237,63934,573,"Clubb_Wayne County_MO","Wayne County_MO","MO","USA"
20238,63935,573,"Doniphan_Ripley County_MO","Ripley County_MO","MO","USA"
20239,63936,573,"Dudley_Stoddard County_MO","Stoddard County_MO","MO","USA"
20240,63937,573,"Ellsinore_Carter County_MO","Carter County_MO","MO","USA"
20241,63939,573,"Fairdealing_Ripley County_MO","Ripley County_MO","MO","USA"
20242,63940,573,"Fisk_Butler County_MO","Butler County_MO","MO","USA"
20243,63941,573,"Fremont_Carter County_MO","Carter County_MO","MO","USA"
20244,63942,"4,17,573","Gatewood_Ripley County_MO","Ripley County_MO","MO","USA"
20245,63943,573,"Grandin_Carter County_MO","Carter County_MO","MO","USA"
20246,63944,573,"Greenville_Wayne County_MO","Wayne County_MO","MO","USA"
20247,63945,573,"Harviell_Butler County_MO","Butler County_MO","MO","USA"
20248,63950,573,"Lodi_Wayne County_MO","Wayne County_MO","MO","USA"
20249,63951,573,"Lowndes_Wayne County_MO","Wayne County_MO","MO","USA"
20250,63952,573,"Mill Spring_Wayne County_MO","Wayne County_MO","MO","USA"
20251,63953,573,"Naylor_Ripley County_MO","Ripley County_MO","MO","USA"
20252,63954,573,"Neelyville_Butler County_MO","Butler County_MO","MO","USA"
20253,63955,573,"Oxly_Ripley County_MO","Ripley County_MO","MO","USA"
20254,63956,573,"Patterson_Wayne County_MO","Wayne County_MO","MO","USA"
20255,63957,573,"Piedmont_Wayne County_MO","Wayne County_MO","MO","USA"
20256,63960,573,"Puxico_Stoddard County_MO","Stoddard County_MO","MO","USA"
20257,63961,573,"Qulin_Butler County_MO","Butler County_MO","MO","USA"
20258,63963,573,"Shook_Wayne County_MO","Wayne County_MO","MO","USA"
20259,63964,573,"Silva_Wayne County_MO","Wayne County_MO","MO","USA"
20260,63965,573,"Van Buren_Carter County_MO","Carter County_MO","MO","USA"
20261,63966,573,"Wappapello_Wayne County_MO","Wayne County_MO","MO","USA"
20262,63967,573,"Williamsville_Wayne County_MO","Wayne County_MO","MO","USA"
20263,64001,660,"Alma_Lafayette County_MO","Lafayette County_MO","MO","USA"
20264,64011,816,"Bates City_Lafayette County_MO","Lafayette County_MO","MO","USA"
20265,64012,816,"Belton_Cass County_MO","Cass County_MO","MO","USA"
20266,64014,816,"Blue Springs_Jackson County_MO","Jackson County_MO","MO","USA"
20267,64015,816,"Blue Springs_Jackson County_MO","Jackson County_MO","MO","USA"
20268,64016,816,"Buckner_Jackson County_MO","Jackson County_MO","MO","USA"
20269,64017,,"Camden_Ray County_MO","Ray County_MO","MO","USA"
20270,64018,816,"Camden Point_Platte County_MO","Platte County_MO","MO","USA"
20271,64019,660,"Centerview_Johnson County_MO","Johnson County_MO","MO","USA"
20272,64020,660,"Concordia_Lafayette County_MO","Lafayette County_MO","MO","USA"
20273,64021,660,"Corder_Lafayette County_MO","Lafayette County_MO","MO","USA"
20274,64022,,"Dover_Lafayette County_MO","Lafayette County_MO","MO","USA"
20275,64024,816,"Excelsior Springs_Clay County_MO","Clay County_MO","MO","USA"
20276,64029,816,"Grain Valley_Jackson County_MO","Jackson County_MO","MO","USA"
20277,64030,816,"Grandview_Jackson County_MO","Jackson County_MO","MO","USA"
20278,64034,816,"Greenwood_Jackson County_MO","Jackson County_MO","MO","USA"
20279,64035,660,"Hardin_Ray County_MO","Ray County_MO","MO","USA"
20280,64036,816,"Henrietta_Ray County_MO","Ray County_MO","MO","USA"
20281,64037,660,"Higginsville_Lafayette County_MO","Lafayette County_MO","MO","USA"
20282,64040,816,"Holden_Johnson County_MO","Johnson County_MO","MO","USA"
20283,64048,816,"Holt_Clay County_MO","Clay County_MO","MO","USA"
20284,64050,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20285,64052,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20286,64053,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20287,64054,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20288,64055,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20289,64056,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20290,64057,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20291,64058,816,"Independence_Jackson County_MO","Jackson County_MO","MO","USA"
20292,64060,816,"Kearney_Clay County_MO","Clay County_MO","MO","USA"
20293,64061,816,"Kingsville_Johnson County_MO","Johnson County_MO","MO","USA"
20294,64062,816,"Lawson_Ray County_MO","Ray County_MO","MO","USA"
20295,64063,816,"Lees Summit_Jackson County_MO","Jackson County_MO","MO","USA"
20296,64064,816,"Lees Summit_Jackson County_MO","Jackson County_MO","MO","USA"
20297,64067,660,"Lexington_Lafayette County_MO","Lafayette County_MO","MO","USA"
20298,64068,816,"Liberty_Clay County_MO","Clay County_MO","MO","USA"
20299,64070,816,"Lone Jack_Jackson County_MO","Jackson County_MO","MO","USA"
20300,64071,"8,16,660","Mayview_Lafayette County_MO","Lafayette County_MO","MO","USA"
20301,64074,,"Napoleon_Lafayette County_MO","Lafayette County_MO","MO","USA"
20302,64075,816,"Oak Grove_Jackson County_MO","Jackson County_MO","MO","USA"
20303,64076,816,"Odessa_Lafayette County_MO","Lafayette County_MO","MO","USA"
20304,64077,816,"Orrick_Ray County_MO","Ray County_MO","MO","USA"
20305,64078,816,"Peculiar_Cass County_MO","Cass County_MO","MO","USA"
20306,64079,816,"Platte City_Platte County_MO","Platte County_MO","MO","USA"
20307,64080,816,"Pleasant Hill_Cass County_MO","Cass County_MO","MO","USA"
20308,64081,816,"Lees Summit_Jackson County_MO","Jackson County_MO","MO","USA"
20309,64082,816,"Lees Summit_Jackson County_MO","Jackson County_MO","MO","USA"
20310,64083,,"Raymore_Cass County_MO","Cass County_MO","MO","USA"
20311,64084,660,"Rayville_Ray County_MO","Ray County_MO","MO","USA"
20312,64085,816,"Richmond_Ray County_MO","Ray County_MO","MO","USA"
20313,64086,816,"Lees Summit_Jackson County_MO","Jackson County_MO","MO","USA"
20314,64088,816,"Sibley_Jackson County_MO","Jackson County_MO","MO","USA"
20315,64089,816,"Smithville_Clay County_MO","Clay County_MO","MO","USA"
20316,64093,660,"Warrensburg_Johnson County_MO","Johnson County_MO","MO","USA"
20317,64096,660,"Waverly_Lafayette County_MO","Lafayette County_MO","MO","USA"
20318,64097,816,"Wellington_Lafayette County_MO","Lafayette County_MO","MO","USA"
20319,64098,816,"Weston_Platte County_MO","Platte County_MO","MO","USA"
20320,64101,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20321,64102,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20322,64105,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20323,64106,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20324,64108,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20325,64109,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20326,64110,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20327,64111,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20328,64112,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20329,64113,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20330,64114,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20331,64116,816,"Kansas City_Clay County_MO","Clay County_MO","MO","USA"
20332,64117,816,"Kansas City_Clay County_MO","Clay County_MO","MO","USA"
20333,64118,816,"Kansas City_Clay County_MO","Clay County_MO","MO","USA"
20334,64119,816,"Kansas City_Clay County_MO","Clay County_MO","MO","USA"
20335,64120,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20336,64123,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20337,64124,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20338,64125,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20339,64126,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20340,64127,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20341,64128,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20342,64129,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20343,64130,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
20344,64131,816,"Kansas City_Jackson County_MO","Jackson County_MO","MO","USA"
